label,run_dir,steps_logged,loss_start~5,loss_end~10,loss_delta,lr_last,g_mean_b0,g_entropy_b0,g_frac>0.5_avg_b0,g_mean_b1,g_entropy_b1,g_frac>0.5_avg_b1,experts_pi_entropy_b0,experts_pi_mean_b0,experts_pi_entropy_b1,experts_pi_mean_b1,g_b0_Q1_mean,g_b0_Q2_mean,g_b0_Q3_mean,g_b0_Q4_mean,tasks_detected,blocks_detected,loss_apps_last,loss_gsm8k_last,loss_mbpp_last,loss_stack_last
smoke_v033_no_logic,C:\Users\andre\Documents\_projects\_memformer\runs\dncformer-20250903-164001-smoke_v033_no_logic,160,1.4636196851730348,1.2710515856742859,0.19256809949874887,4.1055998735828325e-05,7.278698177515253e-08,1.3144203694537283e-05,0.0,4.9937281566825306e-11,1.3122363270667847e-05,0.0,1.1254800938331754e-06,"[1.0, 6.723758900761823e-08]",9.876017115217906e-10,"[1.0, 4.852081895989624e-11]",,,,,"apps,gsm8k,mbpp,stack","0,1",1.0465444326400757,1.8594615459442139,1.0099912881851196,1.0053842067718506
