label,run_dir,task,block,step,loss,g_mean,g_frac>0.5,lr,g_b0_Q1,g_b0_Q2,g_b0_Q3,g_b0_Q4
E18_sequential-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-151432-E18_sequential-s1337,hf,1,130,1.876122236251831,6.759799725841731e-05,0.0,0.00013781152665615082,,,,
E18_sequential-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-151432-E18_sequential-s1337,hf,0,140,2.625379800796509,0.5646289587020874,0.6311111450195312,0.00012407910253386945,0.4232422709465027,0.48996502161026,0.6143057942390442,0.7280838489532471
E18_sequential-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-151432-E18_sequential-s1337,hf,1,140,2.625379800796509,0.11555299907922745,0.10722222179174423,0.00012407910253386945,,,,
E18_sequential-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-151432-E18_sequential-s1337,hf,0,160,1.84275221824646,0.12949422001838684,0.007462686393409967,9.59208991844207e-05,0.08103732019662857,0.10188187658786774,0.1538979709148407,0.17820745706558228
E18_sequential-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-151432-E18_sequential-s1337,hf,1,160,1.84275221824646,0.004225672222673893,0.0009328357991762459,9.59208991844207e-05,,,,
E18_sequential-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-151432-E18_sequential-s1337,hf,0,180,1.6179544925689697,0.1279923915863037,0.0,6.914085679454729e-05,0.11242996156215668,0.11446531862020493,0.13151977956295013,0.1516609936952591
E18_sequential-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-151432-E18_sequential-s1337,hf,1,180,1.6179544925689697,0.0033918835688382387,0.0012254902394488454,6.914085679454729e-05,,,,
E18_sequential-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-151432-E18_sequential-s1337,hf,0,210,1.5874695777893066,0.3408815264701843,0.17943547666072845,3.718847074196674e-05,0.19102828204631805,0.2653428018093109,0.4043961763381958,0.4986608028411865
E18_sequential-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-151432-E18_sequential-s1337,hf,1,210,1.5874695777893066,0.08430778235197067,0.07822580635547638,3.718847074196674e-05,,,,
E18_sequential-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-151432-E18_sequential-s1337,hf,0,240,1.8367670774459839,0.27079254388809204,0.06325757503509521,2.1108049622853287e-05,0.1774764060974121,0.21806134283542633,0.30546605587005615,0.3795146048069
E18_sequential-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-151432-E18_sequential-s1337,hf,1,240,1.8367670774459839,0.0007160820532590151,0.0,2.1108049622853287e-05,,,,
