label,run_dir,steps_logged,loss_start~5,loss_end~10,loss_delta,lr_last,g_mean_b0,g_entropy_b0,g_frac>0.5_avg_b0,g_mean_b1,g_entropy_b1,g_frac>0.5_avg_b1,experts_pi_entropy_b0,experts_pi_mean_b0,experts_pi_entropy_b1,experts_pi_mean_b1,loss_hf_last,loss_copy_last,loss_repeat_last,loss_nback_last,g_b0_Q1_mean,g_b0_Q2_mean,g_b0_Q3_mean,g_b0_Q4_mean,tasks_detected,blocks_detected
E17_parallel-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-144054-E17_parallel-s1337,1000,6.644315147399903,3.570366716384888,3.073948431015015,0.0001275581307709217,0.6705084353685379,0.27304172739968635,0.7964428611565382,,,,0.3763668103609234,"[0.3509527897054795, 0.17909206168260425, 0.4699551172554493]",,,1.651567029953003,5.9822516441345215,5.311512589454651,5.325884819030762,0.7233595785928628,0.7534116731199901,0.7900252349500078,0.8078989689311129,"copy,hf,nback,repeat",0
E18_sequential-s1337,C:\Users\andre\Documents\_projects\_memformer\dncformer\experiments\runs\dncformer-20250827-151432-E18_sequential-s1337,1000,6.335491371154785,3.738355886936188,2.5971354842185974,0.0001275581307709217,0.050578809902071954,0.08690690454095602,0.03650025147944688,0.6068296626210212,0.23639186565123965,0.7035731263284106,0.1444003812968731,"[0.9105229854583741, 0.08947700466960669]",0.23353827595710755,"[0.44475857019424436, 0.555241422355175]",1.4165092259645462,5.931654572486877,5.265670204162598,5.793092318943569,0.07838629813049919,0.023689519861909505,0.03850253365238814,0.05593596464631218,"copy,hf,nback,repeat","0,1"
